County,State,Temperature
Benton,Indiana,19.3
Blackford,Indiana,22.7
Boone,Indiana,21.3
Brown,Indiana,24.8
Carroll,Indiana,20.7
Cass,Indiana,19.8
Clark,Indiana,28.7
Clay,Indiana,22.8
Clinton,Indiana,21.1
Crawford,Indiana,28.2
Daviess,Indiana,25.6
Dearborn,Indiana,27.4
Decatur,Indiana,25.6
DeKalb,Indiana,20.1
Delaware,Indiana,22.6
Dubois,Indiana,27.3
Elkhart,Indiana,20
Fayette,Indiana,24.2
Floyd,Indiana,29.2
Fountain,Indiana,20.7
Franklin,Indiana,25.8
Fulton,Indiana,18.8
Gibson,Indiana,28
Grant,Indiana,21.9
Greene,Indiana,23.8
Hamilton,Indiana,22.5
Hancock,Indiana,23.1
Harrison,Indiana,29.2
Hendricks,Indiana,21.9
Henry,Indiana,22.7
Howard,Indiana,21.1
Huntington,Indiana,21.1
Jackson,Indiana,26.7
Jasper,Indiana,18.7
Jay,Indiana,22.7
Jefferson,Indiana,27.5
Jennings,Indiana,26.8
Johnson,Indiana,23.6
Knox,Indiana,26.4
Kosciusko,Indiana,20.1
LaGrange,Indiana,20.1
Lake,Indiana,19
LaPorte,Indiana,19.3
Lawrence,Indiana,25.1
Madison,Indiana,23
Marion,Indiana,23
Marshall,Indiana,18.6
Martin,Indiana,25
Miami,Indiana,20.8
Monroe,Indiana,24.4
Montgomery,Indiana,20.8
Morgan,Indiana,23.6
Newton,Indiana,18.8
Noble,Indiana,19.8
Ohio,Indiana,28.4
Orange,Indiana,26.7
Owen,Indiana,23.6
Parke,Indiana,22
Perry,Indiana,29.5
Pike,Indiana,27.1
Porter,Indiana,19.1
Posey,Indiana,28.8
Pulaski,Indiana,17.9
Putnam,Indiana,21.4
Randolph,Indiana,22.3
Ripley,Indiana,26.4
Rush,Indiana,24.2
St. Joseph,Indiana,19.4
Scott,Indiana,27.7
Shelby,Indiana,24.5
Spencer,Indiana,29.5
Starke,Indiana,18.2
Steuben,Indiana,19.7
Sullivan,Indiana,24.4
Switzerland,Indiana,28.4
Tippecanoe,Indiana,20.7
Tipton,Indiana,21.7
Union,Indiana,24.6
Vanderburgh,Indiana,29.1
Vermillion,Indiana,22
Vigo,Indiana,23
Wabash,Indiana,21.2
Warren,Indiana,20.1
Warrick,Indiana,28.7
Washington,Indiana,27.3
Wayne,Indiana,23.5
Wells,Indiana,21.9
White,Indiana,19.5
Whitley,Indiana,20
Adair,Iowa,16.7
Adams,Iowa,17.1
Allamakee,Iowa,12.6
Appanoose,Iowa,18.6
Audubon,Iowa,15
Benton,Iowa,14.1
Black Hawk,Iowa,13.5
Boone,Iowa,14.9
Bremer,Iowa,12.7
Buchanan,Iowa,13.6
Buena Vista,Iowa,11.7
Butler,Iowa,12.9
Calhoun,Iowa,13.1
Carroll,Iowa,13.6
Cass,Iowa,16.4
Cedar,Iowa,16.2
Cerro Gordo,Iowa,12
Cherokee,Iowa,11.5
Chickasaw,Iowa,11.6
Clarke,Iowa,17.6
Clay,Iowa,10.6
Clayton,Iowa,13
Clinton,Iowa,15.9
Crawford,Iowa,13.3
Dallas,Iowa,16.2
Davis,Iowa,18.8
Decatur,Iowa,17.8
Delaware,Iowa,13.9
Des Moines,Iowa,18
Dickinson,Iowa,9.5
Dubuque,Iowa,14.4
Emmet,Iowa,10.3
Fayette,Iowa,12.3
Floyd,Iowa,12.1
Franklin,Iowa,12.6
Fremont,Iowa,19.7
Greene,Iowa,14.6
Grundy,Iowa,13.4
Guthrie,Iowa,15.6
Hamilton,Iowa,13.4
Hancock,Iowa,11.4
Hardin,Iowa,13.6
Harrison,Iowa,16.5
Henry,Iowa,18.4
Howard,Iowa,10.9
Humboldt,Iowa,12.4
Ida,Iowa,12.8
Iowa,Iowa,15.6
Jackson,Iowa,15.1
Jasper,Iowa,15.4
Jefferson,Iowa,17.9
Johnson,Iowa,16
Jones,Iowa,15
Keokuk,Iowa,16.7
Kossuth,Iowa,11
Lee,Iowa,19
Linn,Iowa,14.7
Louisa,Iowa,18
Lucas,Iowa,17.6
Lyon,Iowa,9.1
Madison,Iowa,17
Mahaska,Iowa,16.6
Marion,Iowa,16.3
Marshall,Iowa,14.4
Mills,Iowa,18.3
Mitchell,Iowa,11
Monona,Iowa,15.4
Monroe,Iowa,17.9
Montgomery,Iowa,17.6
Muscatine,Iowa,17.1
O'Brien,Iowa,10.3
Osceola,Iowa,8.9
Page,Iowa,18.4
Palo Alto,Iowa,10.9
Plymouth,Iowa,12.1
Pocahontas,Iowa,12.4
Polk,Iowa,16.5
Pottawattamie,Iowa,16.9
Poweshiek,Iowa,15.5
Ringgold,Iowa,17.5
Sac,Iowa,12.6
Scott,Iowa,16.6
Shelby,Iowa,15
Sioux,Iowa,10.2
Story,Iowa,14.9
Tama,Iowa,14.4
Taylor,Iowa,17.3
Union,Iowa,17.2
Van Buren,Iowa,18.8
Wapello,Iowa,18
Warren,Iowa,17.5
Washington,Iowa,17.2
Wayne,Iowa,18
Webster,Iowa,13.1
Winnebago,Iowa,10.8
Winneshiek,Iowa,12
Woodbury,Iowa,14
Worth,Iowa,10.9
Wright,Iowa,12.5
Alcona,Michigan,16.8
Alger,Michigan,14.4
Allegan,Michigan,21.6
Alpena,Michigan,16.7
Antrim,Michigan,17.8
Arenac,Michigan,19.5
Baraga,Michigan,10.7
Barry,Michigan,20.6
Bay,Michigan,20.7
Benzie,Michigan,18.8
Berrien,Michigan,21.6
Branch,Michigan,20.1
Calhoun,Michigan,20.4
Cass,Michigan,20.4
Charlevoix,Michigan,17.6
Cheboygan,Michigan,15.7
Chippewa,Michigan,11.6
Clare,Michigan,17.9
Clinton,Michigan,20.9
Crawford,Michigan,15.7
Delta,Michigan,15.4
Dickinson,Michigan,11.7
Eaton,Michigan,20.9
Emmet,Michigan,16.2
Genesee,Michigan,20.9
Gladwin,Michigan,18.9
Gogebic,Michigan,9.8
Grand Traverse,Michigan,18.7
Gratiot,Michigan,20.5
Hillsdale,Michigan,20
Houghton,Michigan,11.7
Huron,Michigan,19.5
Ingham,Michigan,20.8
Ionia,Michigan,20.5
Iosco,Michigan,18.4
Iron,Michigan,10
Isabella,Michigan,19.5
Jackson,Michigan,20.3
Kalamazoo,Michigan,20.6
Kalkaska,Michigan,17.1
Kent,Michigan,20.8
Keweenaw,Michigan,12.4
Lake,Michigan,19.4
Lapeer,Michigan,20.7
Leelanau,Michigan,19.3
Lenawee,Michigan,21.4
Livingston,Michigan,20.4
Luce,Michigan,12.6
Mackinac,Michigan,13.7
Macomb,Michigan,22.2
Manistee,Michigan,19.4
Marquette,Michigan,12.4
Mason,Michigan,20.2
Mecosta,Michigan,19.2
Menominee,Michigan,14.4
Midland,Michigan,20.4
Missaukee,Michigan,17
Monroe,Michigan,22.8
Montcalm,Michigan,19.5
Montmorency,Michigan,15.6
Muskegon,Michigan,22.4
Newaygo,Michigan,20.4
Oakland,Michigan,20.6
Oceana,Michigan,21
Ogemaw,Michigan,17.2
Ontonagon,Michigan,11.1
Osceola,Michigan,17.9
Oscoda,Michigan,15.4
Otsego,Michigan,15
Ottawa,Michigan,22.3
Presque Isle,Michigan,16.3
Roscommon,Michigan,16.8
Saginaw,Michigan,21
St. Clair,Michigan,21.9
St. Joseph,Michigan,20.5
Sanilac,Michigan,20.1
Schoolcraft,Michigan,14.8
Shiawassee,Michigan,20.8
Tuscola,Michigan,20.4
Van Buren,Michigan,21.4
Washtenaw,Michigan,20.6
Wayne,Michigan,22.2
Wexford,Michigan,17.7
Aitkin,Minnesota,4.6
Anoka,Minnesota,8.4
Becker,Minnesota,1.2
Beltrami,Minnesota,-0.2
Benton,Minnesota,6.4
Big Stone,Minnesota,4.2
Blue Earth,Minnesota,10
Brown,Minnesota,8.7
Carlton,Minnesota,5.4
Carver,Minnesota,8.3
Cass,Minnesota,2.9
Chippewa,Minnesota,5.7
Chisago,Minnesota,8.2
Clay,Minnesota,0.8
Clearwater,Minnesota,0.2
Cook,Minnesota,5.1
Cottonwood,Minnesota,8.2
Crow Wing,Minnesota,4.3
Dakota,Minnesota,9.6
Dodge,Minnesota,9.3
Douglas,Minnesota,2.9
Faribault,Minnesota,10.3
Fillmore,Minnesota,11
Freeborn,Minnesota,10
Goodhue,Minnesota,9.6
Grant,Minnesota,2.7
Hennepin,Minnesota,8.6
Houston,Minnesota,12.2
Hubbard,Minnesota,1.9
Isanti,Minnesota,7.7
Itasca,Minnesota,3.2
Jackson,Minnesota,8.6
Kanabec,Minnesota,6.7
Kandiyohi,Minnesota,5.8
Kittson,Minnesota,-2.6
Koochiching,Minnesota,1.8
Lac qui Parle,Minnesota,5.6
Lake,Minnesota,4.2
Lake of the Woods,Minnesota,-0.8
Le Sueur,Minnesota,9.3
Lincoln,Minnesota,6
Lyon,Minnesota,7.8
McLeod,Minnesota,7.5
Mahnomen,Minnesota,0.4
Marshall,Minnesota,-1.9
Martin,Minnesota,9.8
Meeker,Minnesota,6.2
Mille Lacs,Minnesota,6.3
Morrison,Minnesota,4.9
Mower,Minnesota,10.1
Murray,Minnesota,7.4
Nicollet,Minnesota,9.3
Nobles,Minnesota,8.1
Norman,Minnesota,0.6
Olmsted,Minnesota,10.3
Otter Tail,Minnesota,1.7
Pennington,Minnesota,-0.7
Pine,Minnesota,6.4
Pipestone,Minnesota,6.4
Polk,Minnesota,0.1
Pope,Minnesota,4
Ramsey,Minnesota,9.4
Red Lake,Minnesota,0.2
Redwood,Minnesota,8
Renville,Minnesota,7.2
Rice,Minnesota,8.9
Rock,Minnesota,8.6
Roseau,Minnesota,-1.7
St. Louis,Minnesota,3.9
Scott,Minnesota,9
Sherburne,Minnesota,7.2
Sibley,Minnesota,8.6
Stearns,Minnesota,5.1
Steele,Minnesota,9.1
Stevens,Minnesota,3.5
Swift,Minnesota,4.7
Todd,Minnesota,3.1
Traverse,Minnesota,2.9
Wabasha,Minnesota,10.6
Wadena,Minnesota,2.3
Waseca,Minnesota,9.6
Washington,Minnesota,9.8
Watonwan,Minnesota,9.3
Wilkin,Minnesota,1.6
Winona,Minnesota,11.6
Wright,Minnesota,7.1
Yellow Medicine,Minnesota,6.9
Adair,Missouri,20
Andrew,Missouri,22.1
Atchison,Missouri,21
Audrain,Missouri,22.5
Barry,Missouri,31.5
Barton,Missouri,29.8
Bates,Missouri,26.5
Benton,Missouri,26.4
Bollinger,Missouri,30.2
Boone,Missouri,24.7
Buchanan,Missouri,23.7
Butler,Missouri,32.5
Caldwell,Missouri,22.5
Callaway,Missouri,24.9
Camden,Missouri,28.5
Cape Girardeau,Missouri,30.4
Carroll,Missouri,23.3
Carter,Missouri,31.4
Cass,Missouri,25.5
Cedar,Missouri,28.6
Chariton,Missouri,22.4
Christian,Missouri,29.5
Clark,Missouri,19.4
Clay,Missouri,24.3
Clinton,Missouri,23
Cole,Missouri,27
Cooper,Missouri,25.3
Crawford,Missouri,26.8
Dade,Missouri,29.4
Dallas,Missouri,28.5
Daviess,Missouri,21.6
DeKalb,Missouri,21.9
Dent,Missouri,28.1
Douglas,Missouri,30.2
Dunklin,Missouri,34.2
Franklin,Missouri,26.3
Gasconade,Missouri,26.3
Gentry,Missouri,20.9
Greene,Missouri,28.9
Grundy,Missouri,20.6
Harrison,Missouri,19.6
Henry,Missouri,26.3
Hickory,Missouri,27.8
Holt,Missouri,21.8
Howard,Missouri,23.9
Howell,Missouri,31
Iron,Missouri,28.1
Jackson,Missouri,25.1
Jasper,Missouri,30.9
Jefferson,Missouri,26.9
Johnson,Missouri,25.2
Knox,Missouri,19.8
Laclede,Missouri,28.6
Lafayette,Missouri,24.3
Lawrence,Missouri,30.1
Lewis,Missouri,20.3
Lincoln,Missouri,24.1
Linn,Missouri,21
Livingston,Missouri,22
McDonald,Missouri,32.3
Macon,Missouri,20.7
Madison,Missouri,29.3
Maries,Missouri,27.8
Marion,Missouri,21.4
Mercer,Missouri,19.1
Miller,Missouri,28.2
Mississippi,Missouri,31.9
Moniteau,Missouri,26.2
Monroe,Missouri,21.9
Montgomery,Missouri,24
Morgan,Missouri,26.6
New Madrid,Missouri,32.4
Newton,Missouri,31.6
Nodaway,Missouri,20
Oregon,Missouri,31.5
Osage,Missouri,26.8
Ozark,Missouri,32.1
Pemiscot,Missouri,34.3
Perry,Missouri,29
Pettis,Missouri,25.1
Phelps,Missouri,28.3
Pike,Missouri,22
Platte,Missouri,24.8
Polk,Missouri,28.5
Pulaski,Missouri,28.5
Putnam,Missouri,19.1
Ralls,Missouri,21.6
Randolph,Missouri,22.2
Ray,Missouri,23.5
Reynolds,Missouri,29.2
Ripley,Missouri,33
St. Charles,Missouri,25.6
St. Clair,Missouri,27.7
Ste. Genevieve,Missouri,28.2
St. Francois,Missouri,27.9
St. Louis,Missouri,26
Saline,Missouri,24
Schuyler,Missouri,19.2
Scotland,Missouri,18.8
Scott,Missouri,31.2
Shannon,Missouri,29.5
Shelby,Missouri,20.7
Stoddard,Missouri,31.6
Stone,Missouri,31.1
Sullivan,Missouri,19.9
Taney,Missouri,31.5
Texas,Missouri,28.7
Vernon,Missouri,28.5
Warren,Missouri,25.4
Washington,Missouri,26.5
Wayne,Missouri,30.7
Webster,Missouri,28.3
Worth,Missouri,19.1
Wright,Missouri,28.7
St. Louis City,Missouri,25.9
Adams,Ohio,29.3
Allen,Ohio,23.3
Ashland,Ohio,24.1
Ashtabula,Ohio,23.9
Athens,Ohio,28.3
Auglaize,Ohio,23.4
Belmont,Ohio,27.8
Brown,Ohio,28.7
Butler,Ohio,26.9
Carroll,Ohio,26.3
Champaign,Ohio,24.9
Clark,Ohio,26.2
Clermont,Ohio,28.9
Clinton,Ohio,27.5
Columbiana,Ohio,26.8
Coshocton,Ohio,26.4
Crawford,Ohio,23.5
Cuyahoga,Ohio,25.1
Darke,Ohio,23.1
Defiance,Ohio,21.6
Delaware,Ohio,25.6
Erie,Ohio,24.4
Fairfield,Ohio,27.3
Fayette,Ohio,27.6
Franklin,Ohio,27.3
Fulton,Ohio,21.7
Gallia,Ohio,31.4
Geauga,Ohio,23.1
Greene,Ohio,27
Guernsey,Ohio,27.6
Hamilton,Ohio,28.4
Hancock,Ohio,23.6
Hardin,Ohio,23.1
Harrison,Ohio,26.6
Henry,Ohio,22.6
Highland,Ohio,27.8
Hocking,Ohio,27.5
Holmes,Ohio,25.4
Huron,Ohio,23.8
Jackson,Ohio,30
Jefferson,Ohio,27.6
Knox,Ohio,24.7
Lake,Ohio,24.5
Lawrence,Ohio,31.9
Licking,Ohio,26
Logan,Ohio,23.5
Lorain,Ohio,25.3
Lucas,Ohio,23.1
Madison,Ohio,26.6
Mahoning,Ohio,25.7
Marion,Ohio,24.3
Medina,Ohio,24.6
Meigs,Ohio,29.8
Mercer,Ohio,22.9
Miami,Ohio,25.1
Monroe,Ohio,28.7
Montgomery,Ohio,25.7
Morgan,Ohio,27.9
Morrow,Ohio,24
Muskingum,Ohio,27.3
Noble,Ohio,28.2
Ottawa,Ohio,24.3
Paulding,Ohio,21.7
Perry,Ohio,27
Pickaway,Ohio,28.2
Pike,Ohio,29.1
Portage,Ohio,24.4
Preble,Ohio,24
Putnam,Ohio,23.1
Richland,Ohio,23.5
Ross,Ohio,28.4
Sandusky,Ohio,24.2
Scioto,Ohio,30.3
Seneca,Ohio,23.6
Shelby,Ohio,23.8
Stark,Ohio,25.5
Summit,Ohio,24.8
Trumbull,Ohio,24.6
Tuscarawas,Ohio,26.5
Union,Ohio,24.7
Van Wert,Ohio,22.3
Vinton,Ohio,28.6
Warren,Ohio,27.5
Washington,Ohio,29.5
Wayne,Ohio,24.9
Williams,Ohio,20.8
Wood,Ohio,23.5
Wyandot,Ohio,23.6
Adams,Wisconsin,12.8
Ashland,Wisconsin,8.7
Barron,Wisconsin,8
Bayfield,Wisconsin,8.3
Brown,Wisconsin,15.4
Buffalo,Wisconsin,11.4
Burnett,Wisconsin,7.3
Calumet,Wisconsin,14.7
Chippewa,Wisconsin,9.6
Clark,Wisconsin,9.8
Columbia,Wisconsin,14.4
Crawford,Wisconsin,12.8
Dane,Wisconsin,14.9
Dodge,Wisconsin,14.9
Door,Wisconsin,16.4
Douglas,Wisconsin,7.3
Dunn,Wisconsin,9.8
Eau Claire,Wisconsin,10.4
Florence,Wisconsin,10.8
Fond du Lac,Wisconsin,14.8
Forest,Wisconsin,10.4
Grant,Wisconsin,13.7
Green,Wisconsin,15
Green Lake,Wisconsin,14.3
Iowa,Wisconsin,13.3
Iron,Wisconsin,8.8
Jackson,Wisconsin,11
Jefferson,Wisconsin,15.7
Juneau,Wisconsin,12.4
Kenosha,Wisconsin,17.7
Kewaunee,Wisconsin,16
La Crosse,Wisconsin,12.5
Lafayette,Wisconsin,14.4
Langlade,Wisconsin,10.1
Lincoln,Wisconsin,9.6
Manitowoc,Wisconsin,15.8
Marathon,Wisconsin,10.3
Marinette,Wisconsin,13.5
Marquette,Wisconsin,13.9
Menominee,Wisconsin,11.8
Milwaukee,Wisconsin,17.4
Monroe,Wisconsin,11.7
Oconto,Wisconsin,13.5
Oneida,Wisconsin,9.6
Outagamie,Wisconsin,14.2
Ozaukee,Wisconsin,17.2
Pepin,Wisconsin,10.9
Pierce,Wisconsin,9.7
Polk,Wisconsin,7.7
Portage,Wisconsin,11.6
Price,Wisconsin,8.5
Racine,Wisconsin,17.1
Richland,Wisconsin,13.2
Rock,Wisconsin,15.5
Rusk,Wisconsin,8.7
St. Croix,Wisconsin,9.4
Sauk,Wisconsin,13.5
Sawyer,Wisconsin,7.8
Shawano,Wisconsin,12.2
Sheboygan,Wisconsin,16
Taylor,Wisconsin,8.9
Trempealeau,Wisconsin,11.3
Vernon,Wisconsin,12.3
Vilas,Wisconsin,9.8
Walworth,Wisconsin,15.9
Washburn,Wisconsin,7.2
Washington,Wisconsin,15.4
Waukesha,Wisconsin,15.6
Waupaca,Wisconsin,13
Waushara,Wisconsin,13.3
Winnebago,Wisconsin,14.7
Wood,Wisconsin,11.5
